"Type","Flight.Type","Day","AverageDelay","TotalFlight"
"Arrival","Regional","2017-02-08",1.96,440
"Arrival","Regional","2017-02-09",1.39,447
"Arrival","Regional","2017-02-10",1.76,417
"Arrival","Regional","2017-02-11",1.54,331
"Arrival","Regional","2017-02-12",2.2,344
"Arrival","Regional","2017-02-13",1.4,467
"Arrival","Regional","2017-02-14",1.23,402
"Arrival","Regional","2017-02-15",2.15,449
"Arrival","Regional","2017-02-16",3.34,453
"Arrival","Regional","2017-02-17",1.58,457
"Arrival","Regional","2017-02-18",0.25,328
"Arrival","Regional","2017-02-19",0.34,353
"Arrival","Regional","2017-02-20",0.38,473
"Arrival","Regional","2017-02-21",0.96,415
"Arrival","Regional","2017-02-22",5.49,385
"Arrival","Regional","2017-02-23",6.7,438
"Arrival","Regional","2017-02-24",5.03,407
"Arrival","Regional","2017-02-25",12.73,274
"Arrival","Regional","2017-02-26",0.61,214
"Arrival","Regional","2017-02-27",0.34,294
"Arrival","Regional","2017-02-28",0.96,339
"Arrival","Regional","2017-03-01",1.7,431
"Arrival","Regional","2017-03-02",2.05,413
"Arrival","Regional","2017-03-03",1.85,429
"Arrival","Regional","2017-03-04",1.57,336
"Arrival","Regional","2017-03-05",2.53,324
"Arrival","Regional","2017-03-06",3.94,454
"Arrival","Regional","2017-03-07",2,403
"Arrival","Regional","2017-03-08",2.64,428
"Arrival","Regional","2017-03-09",1.67,447
"Arrival","Regional","2017-03-10",1.9,437
"Arrival","Regional","2017-03-11",0.91,319
"Arrival","Regional","2017-03-12",0.94,327
"Arrival","Regional","2017-03-13",2.64,439
"Arrival","Regional","2017-03-14",1.4,387
"Arrival","Regional","2017-03-15",1.08,410
"Arrival","Regional","2017-03-16",3.16,403
"Arrival","Regional","2017-03-17",2.57,431
"Arrival","Regional","2017-03-18",2.31,303
"Arrival","Regional","2017-03-19",2.15,332
"Arrival","Regional","2017-03-20",2.31,449
"Arrival","Regional","2017-03-21",0.38,405
"Arrival","Regional","2017-03-22",1.23,409
"Arrival","Regional","2017-03-23",1.13,410
"Arrival","Regional","2017-03-24",1.09,444
"Arrival","Regional","2017-03-25",0.64,300
"Arrival","Regional","2017-03-26",1.04,334
"Arrival","Regional","2017-03-27",1.23,451
"Arrival","Regional","2017-03-28",0.9,417
"Arrival","Regional","2017-03-29",1.84,408
"Arrival","Regional","2017-03-30",1.94,438
"Arrival","Regional","2017-03-31",2.33,457
"Arrival","Regional","2017-04-01",1.38,333
"Arrival","Regional","2017-04-02",1.45,341
"Arrival","Regional","2017-04-03",3.31,459
"Arrival","Regional","2017-04-04",3.3,392
"Arrival","Regional","2017-04-05",2.41,407
"Arrival","Regional","2017-04-06",4.55,412
"Arrival","Regional","2017-04-07",6.17,465
"Arrival","Regional","2017-04-08",3.44,328
"Arrival","Regional","2017-04-09",1.36,346
"Arrival","Regional","2017-04-10",1.3,450
"Arrival","Regional","2017-04-11",1.01,405
"Arrival","Regional","2017-04-12",2.55,405
"Arrival","Regional","2017-04-13",2.85,442
"Arrival","Regional","2017-04-14",0.92,379
"Arrival","Regional","2017-04-15",0.32,245
"Arrival","Regional","2017-04-16",3.19,341
"Arrival","Regional","2017-04-17",4.99,451
"Arrival","Regional","2017-04-18",2.59,392
"Arrival","Regional","2017-04-19",2.02,420
"Arrival","Regional","2017-04-20",3.77,448
"Arrival","Regional","2017-04-21",0.91,366
"Arrival","Regional","2017-04-22",1.05,239
"Arrival","Regional","2017-04-23",3.39,340
"Arrival","Regional","2017-04-24",2.59,441
"Arrival","Regional","2017-04-25",4.9,432
"Arrival","Regional","2017-04-26",5.56,396
"Arrival","Regional","2017-04-27",7.73,409
"Arrival","Regional","2017-04-28",7.15,414
"Arrival","Regional","2017-04-29",2.5,298
"Arrival","Regional","2017-04-30",4.38,239
"Arrival","Regional","2017-05-01",2.83,450
"Arrival","Regional","2017-05-02",1.99,393
"Arrival","Regional","2017-05-03",2.05,393
"Arrival","Regional","2017-05-04",6.7,428
"Arrival","Regional","2017-05-05",7.8,422
"Arrival","Regional","2017-05-06",8.99,333
"Arrival","Regional","2017-05-07",2.95,377
"Arrival","Regional","2017-05-08",2.55,473
"Arrival","Regional","2017-05-09",0.81,416
"Arrival","Regional","2017-05-10",1.11,408
"Arrival","Regional","2017-05-11",1.04,453
"Arrival","Regional","2017-05-12",1.45,440
"Arrival","Regional","2017-05-13",1.62,350
"Arrival","Regional","2017-05-14",1.98,354
"Arrival","Regional","2017-05-15",1.58,465
"Arrival","Regional","2017-05-16",2.3,416
"Arrival","Regional","2017-05-17",3.56,401
"Arrival","Regional","2017-05-18",4.29,430
"Arrival","Regional","2017-05-19",11.26,380
"Arrival","Regional","2017-05-20",7.89,334
"Arrival","Regional","2017-05-21",6.31,318
"Arrival","Regional","2017-05-22",8.86,442
"Arrival","Regional","2017-05-23",2.99,421
"Arrival","Regional","2017-05-24",3.93,389
"Arrival","Regional","2017-05-25",5.55,427
"Arrival","Regional","2017-05-26",8.52,431
"Arrival","Regional","2017-05-27",7.02,315
"Arrival","Regional","2017-05-28",4.74,308
"Arrival","Regional","2017-05-29",5.94,435
"Arrival","Regional","2017-05-30",3.17,388
"Arrival","Regional","2017-05-31",3.06,381
"Arrival","Regional","2017-06-01",2.84,396
"Arrival","Regional","2017-06-02",2.97,437
"Arrival","Regional","2017-06-03",1.96,312
"Arrival","Regional","2017-06-04",2.99,322
"Arrival","Regional","2017-06-05",3.27,423
"Arrival","Regional","2017-06-06",2.33,366
"Arrival","Regional","2017-06-07",5.51,361
"Arrival","Regional","2017-06-08",4.47,397
"Arrival","Regional","2017-06-09",3.52,421
"Arrival","Regional","2017-06-10",2.14,306
"Arrival","Regional","2017-06-11",2.3,335
"Arrival","Regional","2017-06-12",2.94,419
"Arrival","Regional","2017-06-13",1.78,375
"Arrival","Regional","2017-06-14",4.95,398
"Arrival","Regional","2017-06-15",7.13,371
"Arrival","Regional","2017-06-16",-0.21,296
"Arrival","Regional","2017-06-17",2.32,231
"Arrival","Regional","2017-06-18",4.59,331
"Arrival","Regional","2017-06-19",4.8,431
"Arrival","Regional","2017-06-20",5.16,395
"Arrival","Regional","2017-06-21",2.65,384
"Arrival","Regional","2017-06-22",1.3,430
"Arrival","Regional","2017-06-23",1.83,458
"Arrival","Regional","2017-06-24",2.43,326
"Arrival","Regional","2017-06-25",0.73,352
"Arrival","Regional","2017-06-26",2.61,444
"Arrival","Regional","2017-06-27",1.29,407
"Arrival","Regional","2017-06-28",1.71,432
"Arrival","Regional","2017-06-29",1.4,424
"Arrival","Regional","2017-06-30",0.94,448
"Arrival","Regional","2017-07-01",4.88,333
"Arrival","Regional","2017-07-02",1.95,351
"Arrival","Regional","2017-07-03",2.17,440
"Arrival","Regional","2017-07-04",2.8,428
"Arrival","Regional","2017-07-05",3.11,447
"Arrival","Regional","2017-07-06",1.1,421
"Arrival","Regional","2017-07-07",2.31,436
"Arrival","Regional","2017-07-08",4.37,338
"Arrival","Regional","2017-07-09",2.83,366
"Arrival","Regional","2017-07-10",6,440
"Arrival","Regional","2017-07-11",8.67,413
"Arrival","Regional","2017-07-12",6.41,415
"Arrival","Regional","2017-07-13",3.53,449
"Arrival","Regional","2017-07-14",4.66,450
"Arrival","Regional","2017-07-15",4.17,335
"Arrival","Regional","2017-07-16",3.71,364
"Arrival","Regional","2017-07-17",2.41,445
"Arrival","Regional","2017-07-18",4.01,424
"Arrival","Regional","2017-07-19",6.67,425
"Arrival","Regional","2017-07-20",4.68,457
"Arrival","Regional","2017-07-21",8.03,468
"Arrival","Regional","2017-07-22",5.64,325
"Arrival","Regional","2017-07-23",5.64,325
"Arrival","Regional","2017-07-24",2.76,422
"Arrival","Regional","2017-07-25",5.94,389
"Arrival","Regional","2017-07-26",3.19,400
"Arrival","Regional","2017-07-27",5.94,412
"Arrival","Regional","2017-07-28",4.72,399
"Arrival","Regional","2017-07-29",2.9,313
"Arrival","Regional","2017-07-30",3.96,342
"Arrival","Regional","2017-07-31",3.41,393
"Arrival","Regional","2017-08-01",4.47,15
"Departure","Domestic","2014-12-31",-13,1
"Departure","Domestic","2015-01-01",1.56,1608
"Departure","Domestic","2015-01-02",3.56,1872
"Departure","Domestic","2015-01-03",3.27,1624
"Departure","Domestic","2015-01-04",4.74,1763
"Departure","Domestic","2015-01-05",4.95,2051
"Departure","Domestic","2015-01-06",4.56,1961
"Departure","Domestic","2015-01-07",10.3,1950
"Departure","Domestic","2015-01-08",15.9,2028
"Departure","Domestic","2015-01-09",6.99,2023
"Departure","Domestic","2015-01-10",2.89,1666
"Departure","Domestic","2015-01-11",4.48,1758
"Departure","Domestic","2015-01-12",10.04,1992
"Departure","Domestic","2015-01-13",6.14,1995
"Departure","Domestic","2015-01-14",6.88,1955
"Departure","Domestic","2015-01-15",6.89,2002
"Departure","Domestic","2015-01-16",3.39,2031
"Departure","Domestic","2015-01-17",6.09,1638
"Departure","Domestic","2015-01-18",5.32,1757
"Departure","Domestic","2015-01-19",6.06,1990
"Departure","Domestic","2015-01-20",2.9,1937
"Departure","Domestic","2015-01-21",4.51,1977
"Departure","Domestic","2015-01-22",13.16,1942
"Departure","Domestic","2015-01-23",7.3,2017
"Departure","Domestic","2015-01-24",4.33,1632
"Departure","Domestic","2015-01-25",3.72,1750
"Departure","Domestic","2015-01-26",3.26,2054
"Departure","Domestic","2015-01-27",2.07,1975
"Departure","Domestic","2015-01-28",2.2,2064
"Departure","Domestic","2015-01-29",2.61,2048
"Departure","Domestic","2015-01-30",1.77,2086
"Departure","Domestic","2015-01-31",0.91,1694
"Departure","Domestic","2015-02-01",1.25,1721
"Departure","Domestic","2015-02-02",6.02,2035
"Departure","Domestic","2015-02-03",3.53,1939
"Departure","Domestic","2015-02-04",3.2,1981
"Departure","Domestic","2015-02-05",6.75,1984
"Departure","Domestic","2015-02-06",12.03,1961
"Departure","Domestic","2015-02-07",14.1,1639
"Departure","Domestic","2015-02-08",9.12,1693
"Departure","Domestic","2015-02-09",5.92,2051
"Departure","Domestic","2015-02-10",3.28,1967
"Departure","Domestic","2015-02-11",6.15,1988
"Departure","Domestic","2015-02-12",5.13,2046
"Departure","Domestic","2015-02-13",8.52,2073
"Departure","Domestic","2015-02-14",3.49,1592
"Departure","Domestic","2015-02-15",1.87,1295
"Departure","Domestic","2015-02-16",-4.59,1529
"Departure","Domestic","2015-02-17",-5.56,1697
"Departure","Domestic","2015-02-18",-1.44,2053
"Departure","Domestic","2015-02-19",-3.02,2094
"Departure","Domestic","2015-02-20",-1.46,2157
"Departure","Domestic","2015-02-21",-3.42,1697
"Departure","Domestic","2015-02-22",0.63,1803
"Departure","Domestic","2015-02-23",3.05,1974
"Departure","Domestic","2015-02-24",5.96,1917
"Departure","Domestic","2015-02-25",4.74,1909
"Departure","Domestic","2015-02-26",4.37,1953
"Departure","Domestic","2015-02-27",7.92,1967
"Departure","Domestic","2015-02-28",10.78,1575
"Departure","Domestic","2015-03-01",0.77,1670
"Departure","Domestic","2015-03-02",2.55,1910
"Departure","Domestic","2015-03-03",1.34,1778
"Departure","Domestic","2015-03-04",2.06,1833
"Departure","Domestic","2015-03-05",5.17,1877
"Departure","Domestic","2015-03-06",5.71,1956
"Departure","Domestic","2015-03-07",1.44,1506
"Departure","Domestic","2015-03-08",1.62,1694
"Departure","Domestic","2015-03-09",4.33,1920
"Departure","Domestic","2015-03-10",6.27,1839
"Departure","Domestic","2015-03-11",2.92,1940
"Departure","Domestic","2015-03-12",3.6,2008
"Departure","Domestic","2015-03-13",3.21,1963
"Departure","Domestic","2015-03-14",1.09,1504
"Departure","Domestic","2015-03-15",0.01,1646
"Departure","Domestic","2015-03-16",8.01,1905
"Departure","Domestic","2015-03-17",0.34,1817
"Departure","Domestic","2015-03-18",0.76,1859
"Departure","Domestic","2015-03-19",2.79,1900
"Departure","Domestic","2015-03-20",3.7,1945
"Departure","Domestic","2015-03-21",2.18,1527
"Departure","Domestic","2015-03-22",3.1,1660
"Departure","Domestic","2015-03-23",2.74,1924
"Departure","Domestic","2015-03-24",2.14,1783
"Departure","Domestic","2015-03-25",0.8,1841
"Departure","Domestic","2015-03-26",1.8,1808
"Departure","Domestic","2015-03-27",2.25,1956
"Departure","Domestic","2015-03-28",0.98,1530
"Departure","Domestic","2015-03-29",2.87,1645
"Departure","Domestic","2015-03-30",3.37,1944
"Departure","Domestic","2015-03-31",3.05,1747
"Departure","Domestic","2015-04-01",6.82,1889
"Departure","Domestic","2015-04-02",4.87,1960
"Departure","Domestic","2015-04-03",2.49,1597
"Departure","Domestic","2015-04-04",0.21,1133
"Departure","Domestic","2015-04-05",3.12,1622
"Departure","Domestic","2015-04-06",6.79,1958
"Departure","Domestic","2015-04-07",8.57,1756
"Departure","Domestic","2015-04-08",2.99,1829
"Departure","Domestic","2015-04-09",2.12,1855
"Departure","Domestic","2015-04-10",2.48,1940
"Departure","Domestic","2015-04-11",0.47,1472
"Departure","Domestic","2015-04-12",2.49,1669
"Departure","Domestic","2015-04-13",0.54,1893
"Departure","Domestic","2015-04-14",1.86,1765
"Departure","Domestic","2015-04-15",2.59,1768
"Departure","Domestic","2015-04-16",4.98,1872
"Departure","Domestic","2015-04-17",4.34,1991
"Departure","Domestic","2015-04-18",3.25,1412
"Departure","Domestic","2015-04-19",0.61,1222
"Departure","Domestic","2015-04-20",-0.61,1326
"Departure","Domestic","2015-04-21",2.71,1831
"Departure","Domestic","2015-04-22",4.32,1825
"Departure","Domestic","2015-04-23",1.2,1850
"Departure","Domestic","2015-04-24",6.2,1941
"Departure","Domestic","2015-04-25",1.48,1505
"Departure","Domestic","2015-04-26",1.83,1654
"Departure","Domestic","2015-04-27",1.59,1896
"Departure","Domestic","2015-04-28",0.43,1790
"Departure","Domestic","2015-04-29",2.06,1839
"Departure","Domestic","2015-04-30",8.85,1853
"Departure","Domestic","2015-05-01",1.96,1559
"Departure","Domestic","2015-05-02",-0.23,1079
"Departure","Domestic","2015-05-03",1.17,1628
"Departure","Domestic","2015-05-04",6.27,1937
"Departure","Domestic","2015-05-05",1.9,1840
"Departure","Domestic","2015-05-06",1.51,1857
"Departure","Domestic","2015-05-07",4.72,1794
"Departure","Domestic","2015-05-08",3.25,1911
"Departure","Domestic","2015-05-09",1.51,1474
"Departure","Domestic","2015-05-10",10.32,1537
"Departure","Domestic","2015-05-11",14.57,1783
"Departure","Domestic","2015-05-12",6.96,1776
"Departure","Domestic","2015-05-13",0.88,1785
"Departure","Domestic","2015-05-14",1.73,1824
"Departure","Domestic","2015-05-15",3.06,1867
"Departure","Domestic","2015-05-16",1.71,1455
"Departure","Domestic","2015-05-17",1.15,1620
"Departure","Domestic","2015-05-18",0.82,1895
"Departure","Domestic","2015-05-19",1.36,1790
"Departure","Domestic","2015-05-20",1.3,1811
"Departure","Domestic","2015-05-21",3.31,1864
"Departure","Domestic","2015-05-22",1.39,1915
"Departure","Domestic","2015-05-23",2.53,1460
"Departure","Domestic","2015-05-24",0.14,1627
"Departure","Domestic","2015-05-25",1.5,1899
"Departure","Domestic","2015-05-26",2.35,1740
"Departure","Domestic","2015-05-27",1.76,1797
"Departure","Domestic","2015-05-28",7.11,1791
"Departure","Domestic","2015-05-29",6.44,1905
"Departure","Domestic","2015-05-30",3.34,1464
"Departure","Domestic","2015-05-31",4.54,1633
"Departure","Domestic","2015-06-01",4.28,1863
"Departure","Domestic","2015-06-02",6.23,1795
"Departure","Domestic","2015-06-03",3.56,1893
"Departure","Domestic","2015-06-04",5.17,1676
"Departure","Domestic","2015-06-05",1.02,1293
"Departure","Domestic","2015-06-06",8.97,1175
"Departure","Domestic","2015-06-07",1.55,1627
"Departure","Domestic","2015-06-08",-0.16,2137
"Departure","Domestic","2015-06-09",-1.44,1977
"Departure","Domestic","2015-06-10",-1.4,1996
"Departure","Domestic","2015-06-11",-0.59,2023
"Departure","Domestic","2015-06-12",0.62,2117
"Departure","Domestic","2015-06-13",-1.1,1595
"Departure","Domestic","2015-06-14",-0.06,1727
"Departure","Domestic","2015-06-15",1.25,2057
"Departure","Domestic","2015-06-16",-0.35,1962
"Departure","Domestic","2015-06-17",-1.5,2000
"Departure","Domestic","2015-06-18",12.72,1876
"Departure","Domestic","2015-06-19",4.14,2001
"Departure","Domestic","2015-06-20",0.21,1607
"Departure","Domestic","2015-06-21",-1.05,1767
"Departure","Domestic","2015-06-22",0.25,2063
"Departure","Domestic","2015-06-23",6.48,1897
"Departure","Domestic","2015-06-24",-0.11,1980
"Departure","Domestic","2015-06-25",-0.1,1997
"Departure","Domestic","2015-06-26",0.9,2125
"Departure","Domestic","2015-06-27",-0.92,1579
"Departure","Domestic","2015-06-28",0.3,1741
"Departure","Domestic","2015-06-29",2.17,2047
"Departure","Domestic","2015-06-30",2.66,1951
"Departure","Domestic","2015-07-01",4.19,2002
"Departure","Domestic","2015-07-02",3.53,2033
"Departure","Domestic","2015-07-03",7.3,2077
"Departure","Domestic","2015-07-04",4.81,1585
"Departure","Domestic","2015-07-05",1.49,1782
"Departure","Domestic","2015-07-06",0.25,2111
"Departure","Domestic","2015-07-07",2.5,1989
"Departure","Domestic","2015-07-08",4.93,1968
"Departure","Domestic","2015-07-09",3.43,1967
"Departure","Domestic","2015-07-10",2.68,1990
"Departure","Domestic","2015-07-11",5.88,1554
"Departure","Domestic","2015-07-12",0.53,1762
"Departure","Domestic","2015-07-13",2.36,2100
"Departure","Domestic","2015-07-14",0.65,2014
"Departure","Domestic","2015-07-15",2.09,2012
"Departure","Domestic","2015-07-16",3.29,2055
"Departure","Domestic","2015-07-17",4.69,2081
"Departure","Domestic","2015-07-18",0.61,1602
"Departure","Domestic","2015-07-19",1.37,1781
"Departure","Domestic","2015-07-20",1.71,2104
"Departure","Domestic","2015-07-21",3.75,2017
"Departure","Domestic","2015-07-22",4.15,2043
"Departure","Domestic","2015-07-23",2.53,2066
"Departure","Domestic","2015-07-24",4.2,2090
"Departure","Domestic","2015-07-25",4.89,1592
"Departure","Domestic","2015-07-26",1.95,1778
"Departure","Domestic","2015-07-27",5.37,2062
"Departure","Domestic","2015-07-28",12.59,1989
"Departure","Domestic","2015-07-29",6.81,2015
"Departure","Domestic","2015-07-30",14.85,1995
"Departure","Domestic","2015-07-31",4.77,2085
"Departure","Domestic","2015-08-01",4.22,1567
"Departure","Domestic","2015-08-02",-0.13,1764
"Departure","Domestic","2015-08-03",0.26,2132
"Departure","Domestic","2015-08-04",-0.9,2005
"Departure","Domestic","2015-08-05",-1.5,2037
"Departure","Domestic","2015-08-06",-1.81,2040
"Departure","Domestic","2015-08-07",1.63,2104
"Departure","Domestic","2015-08-08",-1.7,1568
"Departure","Domestic","2015-08-09",-2.59,1771
"Departure","Domestic","2015-08-10",2.3,1385
"Departure","Domestic","2015-08-11",-2.57,1966
"Departure","Domestic","2015-08-12",-2.48,1936
"Departure","Domestic","2015-08-13",-1.28,1972
"Departure","Domestic","2015-08-14",-1.32,2104
"Departure","Domestic","2015-08-15",-0.01,1501
"Departure","Domestic","2015-08-16",-1.8,1775
"Departure","Domestic","2015-08-17",-1.71,2110
"Departure","Domestic","2015-08-18",-1.84,1910
"Departure","Domestic","2015-08-19",-0.87,1943
"Departure","Domestic","2015-08-20",-1.15,2020
"Departure","Domestic","2015-08-21",-1.32,2150
"Departure","Domestic","2015-08-22",-1.76,1495
"Departure","Domestic","2015-08-23",-0.02,1735
"Departure","Domestic","2015-08-24",-1.41,2220
"Departure","Domestic","2015-08-25",-0.39,1879
"Departure","Domestic","2015-08-26",-1.59,1950
"Departure","Domestic","2015-08-27",2.82,1983
"Departure","Domestic","2015-08-28",0.08,2116
"Departure","Domestic","2015-08-29",-2.8,1484
"Departure","Domestic","2015-08-30",-0.97,1753
"Departure","Domestic","2015-08-31",-0.15,2112
"Departure","Domestic","2015-09-01",-1.35,1903
"Departure","Domestic","2015-09-02",-1.38,1925
"Departure","Domestic","2015-09-03",0.02,2022
"Departure","Domestic","2015-09-04",0.96,2148
"Departure","Domestic","2015-09-05",-0.82,1478
"Departure","Domestic","2015-09-06",-0.38,1376
"Departure","Domestic","2015-09-07",2.36,1937
"Departure","Domestic","2015-09-08",13.63,1858
"Departure","Domestic","2015-09-09",7.75,1957
"Departure","Domestic","2015-09-10",5.3,1929
"Departure","Domestic","2015-09-11",7.03,2067
"Departure","Domestic","2015-09-12",1.61,1524
"Departure","Domestic","2015-09-13",0.2,1725
"Departure","Domestic","2015-09-14",-0.22,2063
"Departure","Domestic","2015-09-15",-0.5,1905
"Departure","Domestic","2015-09-16",1.58,1939
"Departure","Domestic","2015-09-17",-0.17,1987
"Departure","Domestic","2015-09-18",2.31,2106
"Departure","Domestic","2015-09-19",0.61,1508
"Departure","Domestic","2015-09-20",-0.59,1790
"Departure","Domestic","2015-09-21",-1.36,2070
"Departure","Domestic","2015-09-22",2.81,1892
"Departure","Domestic","2015-09-23",4.54,1923
"Departure","Domestic","2015-09-24",1.78,1994
"Departure","Domestic","2015-09-25",7.72,2033
"Departure","Domestic","2015-09-26",1.09,1497
"Departure","Domestic","2015-09-27",2.99,1672
"Departure","Domestic","2015-09-28",3.95,2095
"Departure","Domestic","2015-09-29",1.39,1930
"Departure","Domestic","2015-09-30",1.6,1951
"Departure","Domestic","2015-10-01",-1.32,2011
"Departure","Domestic","2015-10-02",2.08,2087
"Departure","Domestic","2015-10-03",0.37,1518
"Departure","Domestic","2015-10-04",-0.97,1703
"Departure","Domestic","2015-10-05",2.84,2082
"Departure","Domestic","2015-10-06",-1.01,1974
"Departure","Domestic","2015-10-07",2.2,1944
"Departure","Domestic","2015-10-08",2.88,2051
"Departure","Domestic","2015-10-09",6.62,2078
"Departure","Domestic","2015-10-10",2.02,1385
"Departure","Domestic","2015-10-11",-1.27,1235
"Departure","Domestic","2015-10-12",-0.4,1913
"Departure","Domestic","2015-10-13",-0.09,2009
"Departure","Domestic","2015-10-14",-0.91,1997
"Departure","Domestic","2015-10-15",1.28,2012
"Departure","Domestic","2015-10-16",1.12,2107
"Departure","Domestic","2015-10-17",0.89,1505
"Departure","Domestic","2015-10-18",1.02,1705
"Departure","Domestic","2015-10-19",-0.3,2106
"Departure","Domestic","2015-10-20",2.1,1922
"Departure","Domestic","2015-10-21",1.28,1987
"Departure","Domestic","2015-10-22",6.84,1965
"Departure","Domestic","2015-10-23",4.14,2068
"Departure","Domestic","2015-10-24",-0.83,1509
"Departure","Domestic","2015-10-25",-2.05,1714
"Departure","Domestic","2015-10-26",2.13,2056
"Departure","Domestic","2015-10-27",-0.17,1944
"Departure","Domestic","2015-10-28",-1.19,1959
"Departure","Domestic","2015-10-29",1.19,2047
"Departure","Domestic","2015-10-30",1.56,2129
"Departure","Domestic","2015-10-31",0.33,1339
"Departure","Domestic","2015-11-01",-1.89,1278
"Departure","Domestic","2015-11-02",0.64,1964
"Departure","Domestic","2015-11-03",1.9,2039
"Departure","Domestic","2015-11-04",2.95,1999
"Departure","Domestic","2015-11-05",1.98,2027
"Departure","Domestic","2015-11-06",2.28,2100
"Departure","Domestic","2015-11-07",1.23,1545
"Departure","Domestic","2015-11-08",-0.19,1724
"Departure","Domestic","2015-11-09",1.21,2093
"Departure","Domestic","2015-11-10",2.07,1960
"Departure","Domestic","2015-11-11",-0.12,1995
"Departure","Domestic","2015-11-12",0.96,2039
"Departure","Domestic","2015-11-13",6.35,2034
"Departure","Domestic","2015-11-14",4.67,1524
"Departure","Domestic","2015-11-15",0.67,1721
"Departure","Domestic","2015-11-16",1.82,2084
"Departure","Domestic","2015-11-17",2.45,1922
"Departure","Domestic","2015-11-18",2.36,1980
"Departure","Domestic","2015-11-19",6.98,2034
"Departure","Domestic","2015-11-20",15.07,1799
"Departure","Domestic","2015-11-21",3.95,1435
"Departure","Domestic","2015-11-22",0.04,1648
"Departure","Domestic","2015-11-23",10.18,2034
"Departure","Domestic","2015-11-24",4.74,1961
"Departure","Domestic","2015-11-25",1.64,1974
"Departure","Domestic","2015-11-26",2.17,2024
"Departure","Domestic","2015-11-27",1.31,2138
"Departure","Domestic","2015-11-28",1.95,1545
"Departure","Domestic","2015-11-29",4.32,1723
"Departure","Domestic","2015-11-30",10.83,2043
"Departure","Domestic","2015-12-01",3.37,2004
"Departure","Domestic","2015-12-02",1.57,1950
"Departure","Domestic","2015-12-03",7.17,1965
"Departure","Domestic","2015-12-04",7.23,2083
"Departure","Domestic","2015-12-05",6.34,1580
"Departure","Domestic","2015-12-06",2.44,1719
"Departure","Domestic","2015-12-07",3.37,2112
"Departure","Domestic","2015-12-08",-0.25,2066
"Departure","Domestic","2015-12-09",0.97,2043
"Departure","Domestic","2015-12-10",8.91,2025
"Departure","Domestic","2015-12-11",5.06,2141
"Departure","Domestic","2015-12-12",4.68,1602
"Departure","Domestic","2015-12-13",6.67,1730
"Departure","Domestic","2015-12-14",8.68,2121
"Departure","Domestic","2015-12-15",6.31,2036
"Departure","Domestic","2015-12-16",1.84,2216
"Departure","Domestic","2015-12-17",1.1,2208
"Departure","Domestic","2015-12-18",2.9,2188
"Departure","Domestic","2015-12-19",3.06,1727
"Departure","Domestic","2015-12-20",4.01,1852
"Departure","Domestic","2015-12-21",1.43,2097
"Departure","Domestic","2015-12-22",2.93,2068
"Departure","Domestic","2015-12-23",2.28,1949
"Departure","Domestic","2015-12-24",3.91,1636
"Departure","Domestic","2015-12-25",3.23,1593
"Departure","Domestic","2015-12-26",2.5,1532
"Departure","Domestic","2015-12-27",2.7,1752
"Departure","Domestic","2015-12-28",2.33,2035
"Departure","Domestic","2015-12-29",0.25,1965
"Departure","Domestic","2015-12-30",3.11,1929
"Departure","Domestic","2015-12-31",-0.64,1608
"Departure","Domestic","2016-01-01",-0.08,1577
"Departure","Domestic","2016-01-02",0.06,1540
"Departure","Domestic","2016-01-03",1.71,1763
"Departure","Domestic","2016-01-04",1.04,2040
"Departure","Domestic","2016-01-05",0.16,1966
"Departure","Domestic","2016-01-06",1.01,1963
"Departure","Domestic","2016-01-07",1.14,1965
"Departure","Domestic","2016-01-08",0.94,2034
"Departure","Domestic","2016-01-09",2.28,1595
"Departure","Domestic","2016-01-10",3.03,1733
"Departure","Domestic","2016-01-11",3.53,2019
"Departure","Domestic","2016-01-12",13.97,1858
"Departure","Domestic","2016-01-13",15.68,1870
"Departure","Domestic","2016-01-14",7.71,1946
"Departure","Domestic","2016-01-15",13.35,1893
"Departure","Domestic","2016-01-16",16.19,1426
"Departure","Domestic","2016-01-17",9.25,1721
"Departure","Domestic","2016-01-18",4.33,2042
"Departure","Domestic","2016-01-19",3.81,1931
"Departure","Domestic","2016-01-20",3.91,1854
"Departure","Domestic","2016-01-21",4.32,1979
"Departure","Domestic","2016-01-22",3.68,2030
"Departure","Domestic","2016-01-23",1.57,1576
"Departure","Domestic","2016-01-24",1.59,1743
"Departure","Domestic","2016-01-25",1.32,1986
"Departure","Domestic","2016-01-26",1.4,1937
"Departure","Domestic","2016-01-27",4.78,1892
"Departure","Domestic","2016-01-28",2.61,1939
"Departure","Domestic","2016-01-29",3.69,2001
"Departure","Domestic","2016-01-30",2.85,1586
"Departure","Domestic","2016-01-31",0.96,1766
"Departure","Domestic","2016-02-01",0.3,2026
"Departure","Domestic","2016-02-02",3.01,1954
"Departure","Domestic","2016-02-03",21.86,1835
"Departure","Domestic","2016-02-04",2.8,2040
"Departure","Domestic","2016-02-05",7.25,2021
"Departure","Domestic","2016-02-06",6.87,1435
"Departure","Domestic","2016-02-07",-0.91,1171
"Departure","Domestic","2016-02-08",-3.7,1170
"Departure","Domestic","2016-02-09",-2.88,1503
"Departure","Domestic","2016-02-10",0.31,1868
"Departure","Domestic","2016-02-11",-1.37,1786
"Departure","Domestic","2016-02-12",-1.61,1854
"Departure","Domestic","2016-02-13",-2.05,1476
"Departure","Domestic","2016-02-14",-0.12,1728
