"Type","Flight.Type","Day","AverageDelay","TotalFlight"
"Arrival","International","2016-07-11",9.73,313
"Arrival","International","2016-07-12",8.79,306
"Arrival","International","2016-07-13",4.83,298
"Arrival","International","2016-07-14",10.95,311
"Arrival","International","2016-07-15",9.11,326
"Arrival","International","2016-07-16",9.86,344
"Arrival","International","2016-07-17",5.26,340
"Arrival","International","2016-07-18",10.03,314
"Arrival","International","2016-07-19",8.21,306
"Arrival","International","2016-07-20",6.88,303
"Arrival","International","2016-07-21",5.14,306
"Arrival","International","2016-07-22",10.86,325
"Arrival","International","2016-07-23",16.76,344
"Arrival","International","2016-07-24",11.21,341
"Arrival","International","2016-07-25",9.88,313
"Arrival","International","2016-07-26",17.42,306
"Arrival","International","2016-07-27",3.82,304
"Arrival","International","2016-07-28",7.06,311
"Arrival","International","2016-07-29",10.94,324
"Arrival","International","2016-07-30",8.14,346
"Arrival","International","2016-07-31",12.76,342
"Arrival","International","2016-08-01",23.39,333
"Arrival","International","2016-08-02",14.58,301
"Arrival","International","2016-08-03",10.88,300
"Arrival","International","2016-08-04",5.79,308
"Arrival","International","2016-08-05",11.56,314
"Arrival","International","2016-08-06",8.31,325
"Arrival","International","2016-08-07",10.61,334
"Arrival","International","2016-08-08",7.87,317
"Arrival","International","2016-08-09",3.18,302
"Arrival","International","2016-08-10",13.25,305
"Arrival","International","2016-08-11",4.99,312
"Arrival","International","2016-08-12",9.32,314
"Arrival","International","2016-08-13",4.87,336
"Arrival","International","2016-08-14",7.35,323
"Arrival","International","2016-08-15",12.26,312
"Arrival","International","2016-08-16",12.35,307
"Arrival","International","2016-08-17",7.5,306
"Arrival","International","2016-08-18",3.29,307
"Arrival","International","2016-08-19",9.44,315
"Arrival","International","2016-08-20",11.56,336
"Arrival","International","2016-08-21",6.92,339
"Arrival","International","2016-08-22",11.69,315
"Arrival","International","2016-08-23",10.66,302
"Arrival","International","2016-08-24",11.17,305
"Arrival","International","2016-08-25",9.42,311
"Arrival","International","2016-08-26",13.15,315
"Arrival","International","2016-08-27",14.5,343
"Arrival","International","2016-08-28",5.74,339
"Arrival","International","2016-08-29",13.05,318
"Arrival","International","2016-08-30",5.57,299
"Arrival","International","2016-08-31",4.81,293
"Arrival","International","2016-09-01",4.91,312
"Arrival","International","2016-09-02",4.83,311
"Arrival","International","2016-09-03",5.44,336
"Arrival","International","2016-09-04",6.59,328
"Arrival","International","2016-09-05",6.04,305
"Arrival","International","2016-09-06",3.72,298
"Arrival","International","2016-09-07",6.53,294
"Arrival","International","2016-09-08",1.93,304
"Arrival","International","2016-09-09",3.31,308
"Arrival","International","2016-09-10",3.23,339
"Arrival","International","2016-09-11",1.91,329
"Arrival","International","2016-09-12",10.46,305
"Arrival","International","2016-09-13",2.77,292
"Arrival","International","2016-09-14",10.93,290
"Arrival","International","2016-09-15",4.47,307
"Arrival","International","2016-09-16",10.51,294
"Arrival","International","2016-09-17",7.1,333
"Arrival","International","2016-09-18",3.44,322
"Arrival","International","2016-09-19",5.02,299
"Arrival","International","2016-09-20",9.1,301
"Arrival","International","2016-09-21",6.03,296
"Arrival","International","2016-09-22",2.42,309
"Arrival","International","2016-09-23",14.93,304
"Arrival","International","2016-09-24",6.64,335
"Arrival","International","2016-09-25",1.26,329
"Arrival","International","2016-09-26",11.59,304
"Arrival","International","2016-09-27",5.13,289
"Arrival","International","2016-09-28",3.9,288
"Arrival","International","2016-09-29",7.42,299
"Arrival","International","2016-09-30",7.89,308
"Arrival","International","2016-10-01",9.57,336
"Arrival","International","2016-10-02",6.92,322
"Arrival","International","2016-10-03",4.06,298
"Arrival","International","2016-10-04",4.29,290
"Arrival","International","2016-10-05",2.81,281
"Arrival","International","2016-10-06",1.86,292
"Arrival","International","2016-10-07",7.27,287
"Arrival","International","2016-10-08",11.78,325
"Arrival","International","2016-10-09",9.86,322
"Arrival","International","2016-10-10",6.81,298
"Arrival","International","2016-10-11",9.94,291
"Arrival","International","2016-10-12",10.72,281
"Arrival","International","2016-10-13",11.37,291
"Arrival","International","2016-10-14",12.98,305
"Arrival","International","2016-10-15",6.36,327
"Arrival","International","2016-10-16",12.04,322
"Arrival","International","2016-10-17",11.33,291
"Arrival","International","2016-10-18",4.68,288
"Arrival","International","2016-10-19",1.27,276
"Arrival","International","2016-10-20",4.35,298
"Arrival","International","2016-10-21",16.42,303
"Arrival","International","2016-10-22",12.2,323
"Arrival","International","2016-10-23",1.99,313
"Arrival","International","2016-10-24",4.12,295
"Arrival","International","2016-10-25",6.47,288
"Arrival","International","2016-10-26",9.93,280
"Arrival","International","2016-10-27",10.48,284
"Arrival","International","2016-10-28",9.24,298
"Arrival","International","2016-10-29",8.34,316
"Arrival","International","2016-10-30",6.38,294
"Arrival","International","2016-10-31",3.2,286
"Arrival","International","2016-11-01",4.49,277
"Arrival","International","2016-11-02",5.94,279
"Arrival","International","2016-11-03",-0.71,286
"Arrival","International","2016-11-04",1.94,292
"Arrival","International","2016-11-05",1.5,313
"Arrival","International","2016-11-06",5.29,302
"Arrival","International","2016-11-07",9.16,293
"Arrival","International","2016-11-08",2.23,284
"Arrival","International","2016-11-09",1.42,268
"Arrival","International","2016-11-10",16.18,291
"Arrival","International","2016-11-11",11.23,294
"Arrival","International","2016-11-12",16.61,328
"Arrival","International","2016-11-13",4.47,300
"Arrival","International","2016-11-14",5.54,295
"Arrival","International","2016-11-15",2.61,293
"Arrival","International","2016-11-16",5.58,281
"Arrival","International","2016-11-17",6.35,296
"Arrival","International","2016-11-18",8.88,294
"Arrival","International","2016-11-19",8.93,330
"Arrival","International","2016-11-20",3.47,306
"Arrival","International","2016-11-21",9.13,297
"Arrival","International","2016-11-22",2.47,283
"Arrival","International","2016-11-23",4.87,277
"Arrival","International","2016-11-24",3.53,279
"Arrival","International","2016-11-25",3.1,278
"Arrival","International","2016-11-26",4.09,323
"Arrival","International","2016-11-27",12.32,301
"Arrival","International","2016-11-28",3.52,298
"Arrival","International","2016-11-29",8.8,285
"Arrival","International","2016-11-30",3.84,276
"Arrival","International","2016-12-01",7.01,295
"Arrival","International","2016-12-02",3.97,296
"Arrival","International","2016-12-03",7.69,323
"Arrival","International","2016-12-04",8.52,312
"Arrival","International","2016-12-05",4.18,299
"Arrival","International","2016-12-06",1.46,292
"Arrival","International","2016-12-07",3.46,285
"Arrival","International","2016-12-08",6.33,301
"Arrival","International","2016-12-09",1.76,297
"Arrival","International","2016-12-10",6.84,322
"Arrival","International","2016-12-11",6.26,313
"Arrival","International","2016-12-12",12.08,298
"Arrival","International","2016-12-13",8.42,288
"Arrival","International","2016-12-14",7.37,278
"Arrival","International","2016-12-15",10.45,302
"Arrival","International","2016-12-16",9.41,304
"Arrival","International","2016-12-17",7.42,337
"Arrival","International","2016-12-18",7.58,315
"Arrival","International","2016-12-19",17.27,291
"Arrival","International","2016-12-20",17.28,296
"Arrival","International","2016-12-21",7.09,295
"Arrival","International","2016-12-22",9.15,313
"Arrival","International","2016-12-23",5.07,310
"Arrival","International","2016-12-24",5.76,335
"Arrival","International","2016-12-25",5.65,315
"Arrival","International","2016-12-26",5.47,311
"Arrival","International","2016-12-27",5.66,303
"Arrival","International","2016-12-28",5.74,290
"Arrival","International","2016-12-29",7.54,305
"Arrival","International","2016-12-30",3.92,305
"Arrival","International","2016-12-31",3.98,326
"Arrival","International","2017-01-01",2.03,309
"Arrival","International","2017-01-02",9.58,313
"Arrival","International","2017-01-03",9.12,300
"Arrival","International","2017-01-04",16.91,293
"Arrival","International","2017-01-05",11.1,306
"Arrival","International","2017-01-06",11.58,306
"Arrival","International","2017-01-07",9.6,333
"Arrival","International","2017-01-08",14.04,319
"Arrival","International","2017-01-09",12.51,306
"Arrival","International","2017-01-10",11.14,297
"Arrival","International","2017-01-11",1.28,294
"Arrival","International","2017-01-12",5.61,311
"Arrival","International","2017-01-13",5.72,306
"Arrival","International","2017-01-14",7.18,334
"Arrival","International","2017-01-15",5.7,326
"Arrival","International","2017-01-16",6.09,318
"Arrival","International","2017-01-17",5.73,305
"Arrival","International","2017-01-18",3.53,291
"Arrival","International","2017-01-19",5.95,312
"Arrival","International","2017-01-20",4.33,307
"Arrival","International","2017-01-21",6.69,329
"Arrival","International","2017-01-22",4.21,324
"Arrival","International","2017-01-23",7.44,319
"Arrival","International","2017-01-24",1.95,301
"Arrival","International","2017-01-25",-0.15,294
"Arrival","International","2017-01-26",1.92,309
"Arrival","International","2017-01-27",1.91,306
"Arrival","International","2017-01-28",3.36,330
"Arrival","International","2017-01-29",3.84,330
"Arrival","International","2017-01-30",5.92,318
"Arrival","International","2017-01-31",1.82,303
"Arrival","International","2017-02-01",3.31,294
"Arrival","International","2017-02-02",2.44,314
"Arrival","International","2017-02-03",5.02,313
"Arrival","International","2017-02-04",2.39,336
"Arrival","International","2017-02-05",0.57,327
"Arrival","International","2017-02-06",2.81,311
"Arrival","International","2017-02-07",8.15,298
"Arrival","International","2017-02-08",-0.02,293
"Arrival","International","2017-02-09",2.85,306
"Arrival","International","2017-02-10",10.07,310
"Arrival","International","2017-02-11",2.99,332
"Arrival","International","2017-02-12",5.08,332
"Arrival","International","2017-02-13",5.39,320
"Arrival","International","2017-02-14",2.03,302
"Arrival","International","2017-02-15",-0.56,293
"Arrival","International","2017-02-16",5.95,304
"Arrival","International","2017-02-17",2.78,307
"Arrival","International","2017-02-18",9.22,330
"Arrival","International","2017-02-19",-4.68,322
"Arrival","International","2017-02-20",1.46,311
"Arrival","International","2017-02-21",-0.51,298
"Arrival","International","2017-02-22",3.68,290
"Arrival","International","2017-02-23",5.76,311
"Arrival","International","2017-02-24",7.51,302
"Arrival","International","2017-02-25",4.6,328
"Arrival","International","2017-02-26",1.01,316
"Arrival","International","2017-02-27",-2.18,310
"Arrival","International","2017-02-28",0.38,297
"Arrival","International","2017-03-01",2.36,284
"Arrival","International","2017-03-02",0.52,310
"Arrival","International","2017-03-03",0.37,301
"Arrival","International","2017-03-04",1.98,324
"Arrival","International","2017-03-05",0.02,319
"Arrival","International","2017-03-06",2.13,313
"Arrival","International","2017-03-07",4.89,286
"Arrival","International","2017-03-08",6.7,277
"Arrival","International","2017-03-09",2.14,300
"Arrival","International","2017-03-10",-0.94,294
"Arrival","International","2017-03-11",3.17,314
"Arrival","International","2017-03-12",-1.89,311
"Arrival","International","2017-03-13",-1.73,306
"Arrival","International","2017-03-14",3.59,282
"Arrival","International","2017-03-15",8.09,270
"Arrival","International","2017-03-16",-0.4,294
"Arrival","International","2017-03-17",-1.5,301
"Arrival","International","2017-03-18",0.71,320
"Arrival","International","2017-03-19",-1.39,315
"Arrival","International","2017-03-20",2.57,306
"Arrival","International","2017-03-21",1.85,292
"Arrival","International","2017-03-22",-3.03,276
"Arrival","International","2017-03-23",0.4,297
"Arrival","International","2017-03-24",2.36,300
"Arrival","International","2017-03-25",2.3,316
"Arrival","International","2017-03-26",1.59,306
"Arrival","International","2017-03-27",0.15,301
"Arrival","International","2017-03-28",0.72,284
"Arrival","International","2017-03-29",9.72,279
"Arrival","International","2017-03-30",1.67,306
"Arrival","International","2017-03-31",7.71,302
"Arrival","International","2017-04-01",5.17,314
"Arrival","International","2017-04-02",2.45,317
"Arrival","International","2017-04-03",6.31,303
"Arrival","International","2017-04-04",1.52,289
"Arrival","International","2017-04-05",3.69,281
"Arrival","International","2017-04-06",6.12,257
"Arrival","International","2017-04-07",5.43,295
"Arrival","International","2017-04-08",4.59,314
"Arrival","International","2017-04-09",3.63,316
"Arrival","International","2017-04-10",1.81,303
"Arrival","International","2017-04-11",5.91,285
"Arrival","International","2017-04-12",4.29,275
"Arrival","International","2017-04-13",1.18,298
"Arrival","International","2017-04-14",0.07,304
"Arrival","International","2017-04-15",3.44,316
"Arrival","International","2017-04-16",-0.42,321
"Arrival","International","2017-04-17",2.55,308
"Arrival","International","2017-04-18",2.64,290
"Arrival","International","2017-04-19",5.13,284
"Arrival","International","2017-04-20",0.31,301
"Arrival","International","2017-04-21",0.22,300
"Arrival","International","2017-04-22",3.62,311
"Arrival","International","2017-04-23",1.25,317
"Arrival","International","2017-04-24",2.89,305
"Arrival","International","2017-04-25",2.66,287
"Arrival","International","2017-04-26",5.02,275
"Arrival","International","2017-04-27",8.96,298
"Arrival","International","2017-04-28",10.12,298
"Arrival","International","2017-04-29",3.92,316
"Arrival","International","2017-04-30",1.39,317
"Arrival","International","2017-05-01",-0.01,306
"Arrival","International","2017-05-02",3.45,286
"Arrival","International","2017-05-03",4.25,281
"Arrival","International","2017-05-04",3.27,303
"Arrival","International","2017-05-05",1.35,302
"Arrival","International","2017-05-06",10,326
"Arrival","International","2017-05-07",2.28,327
"Arrival","International","2017-05-08",6.56,309
"Arrival","International","2017-05-09",5.11,285
"Arrival","International","2017-05-10",0.45,274
"Arrival","International","2017-05-11",3,298
"Arrival","International","2017-05-12",1.26,305
"Arrival","International","2017-05-13",7.09,321
"Arrival","International","2017-05-14",1.78,325
"Arrival","International","2017-05-15",2.26,306
"Arrival","International","2017-05-16",5.69,285
"Arrival","International","2017-05-17",3.72,278
"Arrival","International","2017-05-18",3.02,301
"Arrival","International","2017-05-19",2.92,302
"Arrival","International","2017-05-20",7.3,322
"Arrival","International","2017-05-21",3.09,325
"Arrival","International","2017-05-22",6.98,310
"Arrival","International","2017-05-23",4.76,279
"Arrival","International","2017-05-24",1.63,276
"Arrival","International","2017-05-25",7.34,296
"Arrival","International","2017-05-26",4.73,303
"Arrival","International","2017-05-27",1.8,314
"Arrival","International","2017-05-28",1.42,325
"Arrival","International","2017-05-29",13.96,311
"Arrival","International","2017-05-30",2.97,282
"Arrival","International","2017-05-31",3.26,284
"Arrival","International","2017-06-01",5.14,297
"Arrival","International","2017-06-02",8.45,299
"Arrival","International","2017-06-03",7.43,321
"Arrival","International","2017-06-04",9.69,330
"Arrival","International","2017-06-05",0.21,315
"Arrival","International","2017-06-06",4.93,291
"Arrival","International","2017-06-07",7.01,285
"Arrival","International","2017-06-08",6.06,290
"Arrival","International","2017-06-09",4.69,301
"Arrival","International","2017-06-10",2.28,323
"Arrival","International","2017-06-11",1.83,331
"Arrival","International","2017-06-12",5.83,312
"Arrival","International","2017-06-13",1.77,286
"Arrival","International","2017-06-14",5.17,283
"Arrival","International","2017-06-15",6.41,301
"Arrival","International","2017-06-16",4.38,300
"Arrival","International","2017-06-17",0.75,323
"Arrival","International","2017-06-18",2.82,333
"Arrival","International","2017-06-19",8.11,303
"Arrival","International","2017-06-20",5.48,281
"Arrival","International","2017-06-21",7.44,289
"Arrival","International","2017-06-22",9.91,302
"Arrival","International","2017-06-23",5.08,303
"Arrival","International","2017-06-24",3.37,324
"Arrival","International","2017-06-25",1.76,329
"Arrival","International","2017-06-26",3.8,313
"Arrival","International","2017-06-27",1.57,284
"Arrival","International","2017-06-28",3.19,286
"Arrival","International","2017-06-29",3.43,302
"Arrival","International","2017-06-30",5.91,304
"Arrival","International","2017-07-01",10.14,324
"Arrival","International","2017-07-02",8.02,333
"Arrival","International","2017-07-03",11.41,316
"Arrival","International","2017-07-04",4.69,295
"Arrival","International","2017-07-05",2.75,300
"Arrival","International","2017-07-06",6.05,314
"Arrival","International","2017-07-07",2.99,313
"Arrival","International","2017-07-08",5.37,331
"Arrival","International","2017-07-09",1.79,336
"Arrival","International","2017-07-10",15.56,315
"Arrival","International","2017-07-11",14.48,294
"Arrival","International","2017-07-12",6.7,293
"Arrival","International","2017-07-13",11,308
"Arrival","International","2017-07-14",9.55,309
"Arrival","International","2017-07-15",17.33,318
"Arrival","International","2017-07-16",7.75,331
"Arrival","International","2017-07-17",8.66,316
"Arrival","International","2017-07-18",9.82,292
"Arrival","International","2017-07-19",8,297
"Arrival","International","2017-07-20",6.83,312
"Arrival","International","2017-07-21",7.63,311
"Arrival","International","2017-07-22",11.38,324
"Arrival","International","2017-07-23",5.92,342
"Arrival","International","2017-07-24",8.78,317
"Arrival","International","2017-07-25",8.07,296
"Arrival","International","2017-07-26",4.9,297
"Arrival","International","2017-07-27",7.04,314
"Arrival","International","2017-07-28",5.88,312
"Arrival","International","2017-07-29",3.8,334
"Arrival","International","2017-07-30",4.55,338
"Arrival","International","2017-07-31",10.03,316
"Arrival","International","2017-08-01",3.56,139
"Arrival","Regional","2015-01-01",2.26,269
"Arrival","Regional","2015-01-02",4.28,355
"Arrival","Regional","2015-01-03",3.25,285
"Arrival","Regional","2015-01-04",6.65,313
"Arrival","Regional","2015-01-05",9.79,457
"Arrival","Regional","2015-01-06",5.07,449
"Arrival","Regional","2015-01-07",4.8,445
"Arrival","Regional","2015-01-08",5.48,432
"Arrival","Regional","2015-01-09",3.06,476
"Arrival","Regional","2015-01-10",2.05,321
"Arrival","Regional","2015-01-11",3.52,320
"Arrival","Regional","2015-01-12",5.08,463
"Arrival","Regional","2015-01-13",3.74,435
"Arrival","Regional","2015-01-14",3.63,470
"Arrival","Regional","2015-01-15",3.54,481
"Arrival","Regional","2015-01-16",2.06,492
"Arrival","Regional","2015-01-17",2.82,343
"Arrival","Regional","2015-01-18",2.46,331
"Arrival","Regional","2015-01-19",5.78,498
"Arrival","Regional","2015-01-20",6.21,475
"Arrival","Regional","2015-01-21",3.77,476
"Arrival","Regional","2015-01-22",7.06,463
"Arrival","Regional","2015-01-23",5.83,478
"Arrival","Regional","2015-01-24",1.51,330
"Arrival","Regional","2015-01-25",3.23,329
"Arrival","Regional","2015-01-26",1.75,466
"Arrival","Regional","2015-01-27",2.7,453
"Arrival","Regional","2015-01-28",2.76,446
"Arrival","Regional","2015-01-29",5.55,474
"Arrival","Regional","2015-01-30",4.92,504
"Arrival","Regional","2015-01-31",4.64,346
"Arrival","Regional","2015-02-01",2.62,339
"Arrival","Regional","2015-02-02",2.65,497
"Arrival","Regional","2015-02-03",1.73,474
"Arrival","Regional","2015-02-04",3.63,471
"Arrival","Regional","2015-02-05",7.04,451
"Arrival","Regional","2015-02-06",7.76,399
"Arrival","Regional","2015-02-07",3.76,306
"Arrival","Regional","2015-02-08",5.02,307
"Arrival","Regional","2015-02-09",2.93,473
"Arrival","Regional","2015-02-10",1.73,458
"Arrival","Regional","2015-02-11",0.9,480
"Arrival","Regional","2015-02-12",4.72,506
"Arrival","Regional","2015-02-13",3.55,491
"Arrival","Regional","2015-02-14",2.68,325
"Arrival","Regional","2015-02-15",1.11,260
"Arrival","Regional","2015-02-16",1.03,289
"Arrival","Regional","2015-02-17",1.44,323
"Arrival","Regional","2015-02-18",2.81,357
"Arrival","Regional","2015-02-19",4.03,420
"Arrival","Regional","2015-02-20",1.81,431
"Arrival","Regional","2015-02-21",2.65,282
"Arrival","Regional","2015-02-22",1.15,343
"Arrival","Regional","2015-02-23",4.82,537
"Arrival","Regional","2015-02-24",4.01,500
"Arrival","Regional","2015-02-25",2.7,498
"Arrival","Regional","2015-02-26",3.16,512
"Arrival","Regional","2015-02-27",4.68,492
"Arrival","Regional","2015-02-28",16.34,306
"Arrival","Regional","2015-03-01",4.43,343
"Arrival","Regional","2015-03-02",1.78,536
"Arrival","Regional","2015-03-03",1.91,485
"Arrival","Regional","2015-03-04",4.37,462
"Arrival","Regional","2015-03-05",5.24,449
"Arrival","Regional","2015-03-06",4.27,490
"Arrival","Regional","2015-03-07",1.77,348
"Arrival","Regional","2015-03-08",2.05,334
"Arrival","Regional","2015-03-09",3.21,484
"Arrival","Regional","2015-03-10",3.52,425
"Arrival","Regional","2015-03-11",3.21,473
"Arrival","Regional","2015-03-12",1.84,500
"Arrival","Regional","2015-03-13",2.71,525
"Arrival","Regional","2015-03-14",0.55,344
"Arrival","Regional","2015-03-15",0.87,328
"Arrival","Regional","2015-03-16",3.54,470
"Arrival","Regional","2015-03-17",1.31,475
"Arrival","Regional","2015-03-18",5.24,469
"Arrival","Regional","2015-03-19",4.73,475
"Arrival","Regional","2015-03-20",4.48,486
"Arrival","Regional","2015-03-21",0.8,324
"Arrival","Regional","2015-03-22",2.14,333
"Arrival","Regional","2015-03-23",3.61,500
"Arrival","Regional","2015-03-24",-0.12,484
"Arrival","Regional","2015-03-25",1.79,473
"Arrival","Regional","2015-03-26",2.62,496
"Arrival","Regional","2015-03-27",0.73,505
"Arrival","Regional","2015-03-28",12.49,337
"Arrival","Regional","2015-03-29",1.21,352
"Arrival","Regional","2015-03-30",0.89,531
"Arrival","Regional","2015-03-31",4.21,475
"Arrival","Regional","2015-04-01",1.66,485
"Arrival","Regional","2015-04-02",3.87,508
"Arrival","Regional","2015-04-03",1.14,394
"Arrival","Regional","2015-04-04",1.8,266
"Arrival","Regional","2015-04-05",4.56,369
"Arrival","Regional","2015-04-06",2.7,533
"Arrival","Regional","2015-04-07",2.49,468
"Arrival","Regional","2015-04-08",2.92,498
"Arrival","Regional","2015-04-09",3.93,543
"Arrival","Regional","2015-04-10",2.35,538
"Arrival","Regional","2015-04-11",2.29,370
"Arrival","Regional","2015-04-12",0.98,375
"Arrival","Regional","2015-04-13",0.74,563
"Arrival","Regional","2015-04-14",7.18,508
"Arrival","Regional","2015-04-15",1.89,490
"Arrival","Regional","2015-04-16",3.22,524
"Arrival","Regional","2015-04-17",5.94,525
"Arrival","Regional","2015-04-18",4.43,352
"Arrival","Regional","2015-04-19",0.8,277
"Arrival","Regional","2015-04-20",0.04,337
"Arrival","Regional","2015-04-21",2.36,412
"Arrival","Regional","2015-04-22",3.42,466
"Arrival","Regional","2015-04-23",1.95,543
"Arrival","Regional","2015-04-24",2.32,497
"Arrival","Regional","2015-04-25",2.08,368
"Arrival","Regional","2015-04-26",2.11,388
"Arrival","Regional","2015-04-27",0.55,562
"Arrival","Regional","2015-04-28",0.34,522
"Arrival","Regional","2015-04-29",1.27,507
"Arrival","Regional","2015-04-30",5.1,522
"Arrival","Regional","2015-05-01",0.73,401
"Arrival","Regional","2015-05-02",1.31,280
"Arrival","Regional","2015-05-03",4.38,351
"Arrival","Regional","2015-05-04",4.61,541
"Arrival","Regional","2015-05-05",4.62,529
"Arrival","Regional","2015-05-06",0.94,493
"Arrival","Regional","2015-05-07",9.37,499
"Arrival","Regional","2015-05-08",4.41,541
"Arrival","Regional","2015-05-09",5.88,370
"Arrival","Regional","2015-05-10",3.97,334
"Arrival","Regional","2015-05-11",9.28,470
"Arrival","Regional","2015-05-12",11.66,491
"Arrival","Regional","2015-05-13",3.15,514
"Arrival","Regional","2015-05-14",2.53,511
"Arrival","Regional","2015-05-15",1.49,502
"Arrival","Regional","2015-05-16",3.4,331
"Arrival","Regional","2015-05-17",0.99,372
"Arrival","Regional","2015-05-18",0.03,527
"Arrival","Regional","2015-05-19",1.1,483
"Arrival","Regional","2015-05-20",0.45,478
"Arrival","Regional","2015-05-21",1.2,495
"Arrival","Regional","2015-05-22",0.23,501
"Arrival","Regional","2015-05-23",2.01,343
"Arrival","Regional","2015-05-24",1.38,372
"Arrival","Regional","2015-05-25",1.4,505
"Arrival","Regional","2015-05-26",1.31,488
"Arrival","Regional","2015-05-27",0.92,478
"Arrival","Regional","2015-05-28",4.13,492
"Arrival","Regional","2015-05-29",1.4,493
"Arrival","Regional","2015-05-30",8.61,323
"Arrival","Regional","2015-05-31",4.69,329
"Arrival","Regional","2015-06-01",0.76,522
"Arrival","Regional","2015-06-02",1.88,474
"Arrival","Regional","2015-06-03",4.55,481
"Arrival","Regional","2015-06-04",7.62,441
"Arrival","Regional","2015-06-05",3.63,352
"Arrival","Regional","2015-06-06",4.6,268
"Arrival","Regional","2015-06-07",4.98,358
"Arrival","Regional","2015-06-08",5.02,315
"Arrival","Regional","2015-06-09",6.67,293
"Arrival","Regional","2015-06-10",3.2,292
"Arrival","Regional","2015-06-11",2.05,311
"Arrival","Regional","2015-06-12",4.47,316
"Arrival","Regional","2015-06-13",1.19,224
"Arrival","Regional","2015-06-14",1.84,254
"Arrival","Regional","2015-06-15",4.51,338
"Arrival","Regional","2015-06-16",3.91,298
"Arrival","Regional","2015-06-17",4.86,295
"Arrival","Regional","2015-06-18",20.07,304
"Arrival","Regional","2015-06-19",6.54,338
"Arrival","Regional","2015-06-20",5.06,228
"Arrival","Regional","2015-06-21",2.37,224
"Arrival","Regional","2015-06-22",7.02,317
"Arrival","Regional","2015-06-23",4.11,295
"Arrival","Regional","2015-06-24",8.11,312
"Arrival","Regional","2015-06-25",3.5,326
"Arrival","Regional","2015-06-26",4.17,327
"Arrival","Regional","2015-06-27",11.72,220
"Arrival","Regional","2015-06-28",2.36,236
"Arrival","Regional","2015-06-29",6.55,352
"Arrival","Regional","2015-06-30",2.87,332
"Arrival","Regional","2015-07-01",10.85,332
"Arrival","Regional","2015-07-02",5.72,321
"Arrival","Regional","2015-07-03",6.92,330
"Arrival","Regional","2015-07-04",4.62,250
"Arrival","Regional","2015-07-05",5.68,250
"Arrival","Regional","2015-07-06",2.36,343
"Arrival","Regional","2015-07-07",4.92,310
"Arrival","Regional","2015-07-08",12.02,310
"Arrival","Regional","2015-07-09",4.45,341
"Arrival","Regional","2015-07-10",7.4,335
"Arrival","Regional","2015-07-11",5.16,250
"Arrival","Regional","2015-07-12",2.37,256
"Arrival","Regional","2015-07-13",3.65,351
"Arrival","Regional","2015-07-14",6.14,340
"Arrival","Regional","2015-07-15",3.51,344
"Arrival","Regional","2015-07-16",4.13,342
"Arrival","Regional","2015-07-17",4.22,358
"Arrival","Regional","2015-07-18",3.17,241
"Arrival","Regional","2015-07-19",2.98,263
"Arrival","Regional","2015-07-20",3.7,350
"Arrival","Regional","2015-07-21",4.13,351
"Arrival","Regional","2015-07-22",6.49,348
"Arrival","Regional","2015-07-23",4.31,366
"Arrival","Regional","2015-07-24",5.8,371
"Arrival","Regional","2015-07-25",10.61,257
"Arrival","Regional","2015-07-26",5.07,260
"Arrival","Regional","2015-07-27",14.14,372
"Arrival","Regional","2015-07-28",22.73,339
"Arrival","Regional","2015-07-29",9.42,337
"Arrival","Regional","2015-07-30",22.48,345
"Arrival","Regional","2015-07-31",8.28,357
"Arrival","Regional","2015-08-01",3.66,248
"Arrival","Regional","2015-08-02",6.01,267
"Arrival","Regional","2015-08-03",8.62,344
"Arrival","Regional","2015-08-04",3.73,322
"Arrival","Regional","2015-08-05",2.99,310
"Arrival","Regional","2015-08-06",3.76,329
"Arrival","Regional","2015-08-07",6.16,362
"Arrival","Regional","2015-08-08",4.96,233
"Arrival","Regional","2015-08-09",2.83,249
"Arrival","Regional","2015-08-10",4.22,276
"Arrival","Regional","2015-08-11",4.86,323
"Arrival","Regional","2015-08-12",4.67,336
"Arrival","Regional","2015-08-13",4.22,338
"Arrival","Regional","2015-08-14",3.43,361
"Arrival","Regional","2015-08-15",3.8,234
"Arrival","Regional","2015-08-16",1,243
"Arrival","Regional","2015-08-17",1.69,343
"Arrival","Regional","2015-08-18",2.48,311
"Arrival","Regional","2015-08-19",8.43,323
"Arrival","Regional","2015-08-20",6.01,332
"Arrival","Regional","2015-08-21",4.55,325
"Arrival","Regional","2015-08-22",3.51,249
"Arrival","Regional","2015-08-23",2.38,256
"Arrival","Regional","2015-08-24",3.14,372
"Arrival","Regional","2015-08-25",3.54,346
"Arrival","Regional","2015-08-26",3.23,308
"Arrival","Regional","2015-08-27",8.2,337
"Arrival","Regional","2015-08-28",6.41,345
"Arrival","Regional","2015-08-29",3.3,244
"Arrival","Regional","2015-08-30",4.51,269
"Arrival","Regional","2015-08-31",5.15,362
"Arrival","Regional","2015-09-01",3.32,342
"Arrival","Regional","2015-09-02",8.56,355
"Arrival","Regional","2015-09-03",4.26,358
"Arrival","Regional","2015-09-04",6.49,367
"Arrival","Regional","2015-09-05",6.59,222
"Arrival","Regional","2015-09-06",3.57,213
"Arrival","Regional","2015-09-07",9.07,330
"Arrival","Regional","2015-09-08",17.78,302
"Arrival","Regional","2015-09-09",13.35,330
"Arrival","Regional","2015-09-10",8.23,323
